ShipmentId,OrderId,CustomerId,OriginCity,DestinationCity,ShippingCompany,WeightKg,Status,ShipDate,DeliveryDate,TrackingCode,DeliveryAttempts,SLACompliance,CustomerSatisfaction,ProcessType
210,90474,6660,Bogota,Cali,Envio Facil,pesado,Rtrasado,2025-01-12,2025-01-28,EF-1818,,Sí,***,Automatizado
211,24664,2370,Bogota,Kartagena,Envío Facil,-1,Entregadoo,2025-01-11,2024-12-25,EF-1355,3,,6,Manual
212,68172,3591,Medellín,Cali,Envío Facil,"7,8",Entransito,2025-01-24,2025-01-29,EF-1217,4,NO,,manual
213,86616,7142,Bogotaaa,Bogta,Envío Facil,-1,Entregado,2025-01-15,2025-02-16,EF-0637,4,No,5,Automatizado
214,94264,1816,Caly,Bogotá,Envio Fasil,999,Entransito,2025-01-30,2024-12-26,EF-0125,5,Sí,2,Automatizado
215,27736,9308,Cartagena,Barrankilla,Envio Fasil,4.5,Entregadoo,2025-02-06,2025-01-08,EF-1593,3,Sí,***,
216,95209,6658,Barrankilla,Medeyin,Envío Facíl,-1,Rtrasado,2025-01-20,2025-01-13,EF-1510,4,Sí,4,Automatizado
217,1854,2956,Cali,Kartagena,Envio Fasil,999,PENDIETE,2024-12-27,2025-01-08,EF-0197,1,Sí,6,Manual
218,91084,7053,Barrankilla,Bogotaaa,En Vio Facil,4.5,Entregado,2025-02-04,2025-02-17,EF-0214,2,Sí,1,
219,39623,7909,Medellín,Barrankila,Envío Facil,999,pendiente,2025-01-15,2025-02-19,EF-0461,3,Sí,0,
220,8392,2136,Bogotaaa,Barranquilla,Envío Facil,pesado,Entransito,2024-12-26,2025-01-21,EF-0529,,No,6,Manual
221,56680,3291,Bogotá,Medeyin,Envio Facil,,PENDIETE,2025-01-19,2025-02-03,EF-0498,5,NO,4,manual
222,47717,1168,Cartajena,Bogotaaa,Envio Facil,0.5,Rtrasado,2025-01-12,2025-01-24,EF-0391,2,Sí,4,manual
223,88092,7497,Cartagena,Medejin,En Vio Facil,pesado,PENDIETE,2024-12-24,2025-02-12,EF-0870,4,Sí,6,manual
224,51859,3403,Medeyin,Barrankila,Envio Facil,pesado,PENDIETE,2025-02-06,2024-12-22,EF-1735,4,Sí,3,manual
225,27309,6699,Medellin,Barrankilla,Envío Facíl,,Rtrasado,2025-01-20,2025-02-03,EF-0268,,Sí,3,Manual
226,88455,5373,Medeyin,Bogta,Envío Facíl,,PENDIETE,2025-01-14,2025-01-22,EF-1318,3,Sí,5,Manual
227,64734,1089,Medejin,Kartagena,Envío Facil,4.5,Entregadoo,2025-01-31,2025-01-12,EF-1239,2,Si,4,manual
228,71467,9184,Cartagena,Medejin,Envío Facíl,999,Entransito,2025-01-07,2025-01-25,EF-1712,4,Si,1,
229,53662,9373,Cartajena,Barrankilla,Envio Facil,pesado,Entregado,2025-02-08,2024-12-29,EF-0439,3,Sí,2,
230,99506,7582,Bogotaaa,Barranquilla,En Vio Facil,999,Entransito,2025-02-04,2025-02-07,EF-0822,2,Sí,0,Automatizado
231,13688,3731,Cartagena,Barrankila,Envío Facíl,pesado,En transito…,2025-02-09,2025-01-15,EF-1608,5,,6,manual
232,26342,1001,Bogotaaa,Calli,Envío Facil,"7,8",Rtrasado,2025-01-10,2025-01-16,EF-1039,5,,4,
233,38157,8434,Medellin?,Barrankila,Envío Facil,0.5,Entregado,2025-01-16,2025-01-30,EF-1054,4,NO,5,
234,68863,3549,Bogta,Caly,Envio Facil,"7,8",Entregadoo,2024-12-26,2024-12-26,EF-0567,3,Si,3,
235,53083,8205,Cartajena,Medeyin,Envío Facíl,"7,8",Rtrasado,2025-01-03,2025-02-19,EF-1097,1,No,5,Manual
236,66733,3401,Barrankila,Barrankila,Envio Facil,0.5,Entregadoo,2025-01-29,2025-02-01,EF-0621,4,NO,2,
237,90045,549,Medejin,Bogota,Envío Facil,pesado,pendiente,2024-12-25,2025-01-14,EF-1173,1,NO,***,
238,35698,9959,Cartajena,Caly,En Vio Facil,4.5,pendiente,2025-02-04,2025-02-20,EF-1260,2,Sí,2,manual
239,81623,9521,Bogta,Medellin?,Envío Facíl,999,pendiente,2025-01-07,2025-01-02,EF-0316,3,Sí,0,manual
240,23671,783,Medellin?,Bogota,En Vio Facil,0.5,Entregado,2025-01-30,2025-01-13,EF-1998,,No,6,Automatizado
241,26184,3577,Barrankila,Barranquilla,Envío Facíl,,En transito…,2025-01-25,2025-02-17,EF-0648,4,,5,manual
242,94384,6228,Caly,Medellin?,Envío Facil,pesado,Entransito,2025-01-21,2025-01-27,EF-1199,5,Sí,2,Manual
243,43107,7894,Medellin,Kartagena,Envío Facíl,0.5,Entransito,2025-01-06,2024-12-28,EF-1784,2,Si,1,Automatizado
244,87202,6396,Medellín,Barranquilla,Envío Facil,0.5,pendiente,2025-01-24,2025-02-16,EF-1912,,No,,Manual
245,52663,7283,Barrankila,Medeyin,Envio Fasil,-1,pendiente,2025-01-22,2025-01-19,EF-0932,2,No,3,Automatizado
246,16708,3601,Medellín,Medejin,Envío Facil,999,Entregadoo,2025-01-23,2025-01-08,EF-0841,2,Sí,4,
247,92906,3385,Barranquilla,Barrankila,Envío Facil,0.5,En transito…,2024-12-29,2025-01-19,EF-1562,1,No,1,manual
248,50811,5485,Bogta,Cartajena,Envío Facíl,4.5,PENDIETE,2025-01-20,2025-02-13,EF-1620,1,,***,Automatizado
249,3811,9554,Barranquilla,Bogotá,En Vio Facil,"7,8",En transito…,2024-12-24,2025-02-04,EF-0742,,Sí,excelente,manual
250,57250,6972,Bogta,Bogotá,Envío Facil,"7,8",En transito…,2025-01-07,2025-01-27,EF-1147,2,,***,Automatizado
251,73082,8690,Bogotá,Calli,Envío Facíl,-1,PENDIETE,2025-01-14,2025-01-06,EF-0838,4,,***,manual
252,35754,3547,Bogotaaa,Bogota,Envío Facil,0.5,Entransito,2025-01-06,2025-02-17,EF-1698,1,Si,excelente,
253,96742,988,Kartagena,Cartajena,Envio Facil,0.5,Entransito,2025-01-10,2025-01-26,EF-0060,3,Sí,4,Automatizado
254,12411,5145,Medellin?,Medellín,Envio Facil,"7,8",pendiente,2024-12-31,2025-02-13,EF-1175,5,Si,3,manual
255,3911,3089,Calli,Kartagena,Envio Facil,4.5,Entransito,2025-01-14,2024-12-26,EF-1789,4,Si,0,Manual
256,68270,9769,Medellin?,Cartagena,Envio Facil,pesado,PENDIETE,2025-02-06,2025-01-31,EF-0487,,No,4,
257,84763,5473,Bogotá,Medellín,En Vio Facil,"7,8",En transito…,2024-12-28,2025-02-23,EF-0737,,NO,3,Automatizado
258,9680,3472,Kartagena,Medellín,Envío Facil,0.5,pendiente,2025-02-07,2024-12-30,EF-0637,3,Sí,1,Automatizado
259,85896,9269,Bogta,Bogotá,Envio Facil,4.5,pendiente,2025-02-08,2025-01-29,EF-1621,,,***,Manual
260,84879,5434,Caly,Medellin,Envío Facíl,999,Entregado,2025-01-10,2025-02-10,EF-1705,,No,1,Manual
261,72295,9969,Barrankilla,Barrankilla,Envio Facil,4.5,Rtrasado,2025-01-03,2025-01-13,EF-1370,1,Si,,Automatizado
262,89614,7102,Bogotá,Medejin,Envio Fasil,999,PENDIETE,2025-01-19,2025-02-17,EF-1093,5,Si,excelente,Manual
263,12111,7812,Medellin,Caly,Envio Fasil,-1,pendiente,2024-12-31,2025-01-10,EF-1786,2,Sí,2,Manual
264,38504,2692,Cali,Medellín,En Vio Facil,0.5,PENDIETE,2024-12-30,2025-02-10,EF-1207,5,No,excelente,
265,2802,6945,Cali,Medellin?,Envio Fasil,,Entregado,2024-12-28,2024-12-25,EF-0585,2,,2,Manual
266,9155,9774,Medeyin,Barranquilla,Envío Facíl,4.5,En transito…,2025-02-03,2025-01-25,EF-0380,,Si,3,
267,74656,4440,Barranquilla,Caly,Envio Facil,"7,8",Entregado,2025-01-23,2025-01-11,EF-1581,3,No,3,Manual
268,40384,2522,Cali,Kartagena,Envio Fasil,,pendiente,2025-01-14,2024-12-28,EF-0061,3,,2,Manual
269,48254,5498,Medellin?,Cartagena,Envio Fasil,-1,PENDIETE,2025-01-06,2025-02-10,EF-0417,4,No,2,
270,22918,2061,Calli,Bogota,En Vio Facil,pesado,PENDIETE,2025-01-22,2024-12-21,EF-0473,3,Si,5,
271,86981,6820,Bogotaaa,Medellín,Envio Fasil,"7,8",PENDIETE,2024-12-25,2025-01-17,EF-1716,1,Si,5,manual
272,61713,4247,Barrankilla,Bogta,Envio Facil,-1,Entregado,2025-01-04,2025-01-20,EF-0367,1,,4,Manual
273,31306,7781,Kartagena,Medellin?,Envío Facil,999,Entregadoo,2025-01-19,2025-02-11,EF-0337,5,No,1,Manual
274,17646,7520,Bogotá,Bogta,Envio Facil,-1,Entregadoo,2025-01-12,2025-01-13,EF-0256,,Si,4,manual
275,47843,1298,Cali,Bogta,Envio Fasil,-1,PENDIETE,2025-01-13,2025-02-03,EF-0360,2,No,excelente,Manual
276,97601,5447,Bogta,Medejin,Envio Fasil,0.5,PENDIETE,2025-01-16,2024-12-27,EF-0623,,Sí,1,Manual
277,91735,1934,Medellín,Barrankilla,Envio Fasil,,Rtrasado,2025-01-16,2024-12-22,EF-0019,5,,5,Automatizado
278,17371,4863,Medellín,Medeyin,En Vio Facil,-1,pendiente,2025-02-08,2025-02-21,EF-1995,4,NO,3,Automatizado
279,78371,6109,Bogota,Medellin,Envío Facíl,-1,Entregado,2025-02-03,2025-01-30,EF-1800,,,5,
280,3049,3616,Medejin,Barrankila,Envio Facil,-1,Rtrasado,2025-02-06,2025-01-12,EF-1734,4,Si,0,
281,32616,6502,Bogota,Kartagena,Envio Fasil,"7,8",PENDIETE,2025-01-12,2025-02-08,EF-0646,,No,1,Automatizado
282,21932,7793,Medejin,Cali,Envío Facil,-1,Entransito,2025-02-03,2025-01-22,EF-0712,1,,0,manual
283,30855,880,Barrankilla,Medejin,En Vio Facil,4.5,Entregadoo,2024-12-24,2025-02-01,EF-0441,4,NO,***,
284,62434,8363,Barrankilla,Cartajena,Envío Facíl,0.5,Entregadoo,2025-02-01,2025-02-13,EF-1112,,Sí,5,Automatizado
285,73694,2270,Bogotá,Medellin?,Envio Fasil,,Rtrasado,2025-01-07,2025-02-09,EF-1596,1,Si,excelente,Manual
286,44016,6868,Medejin,Kartagena,Envio Facil,4.5,Entregadoo,2025-01-04,2025-01-26,EF-1911,2,No,1,Automatizado
287,8400,8201,Cali,Bogotaaa,Envío Facil,-1,Entregadoo,2025-02-04,2025-02-21,EF-0403,5,Sí,5,Manual
288,43642,2391,Medellín,Barrankila,En Vio Facil,999,Entransito,2025-01-20,2025-02-03,EF-0125,,Si,***,Manual
289,16151,9059,Barranquilla,Cali,Envio Facil,0.5,pendiente,2025-01-03,2025-02-07,EF-1204,4,,5,Manual
290,52407,7786,Barrankila,Barranquilla,Envio Facil,0.5,PENDIETE,2025-01-16,2024-12-21,EF-0937,2,,1,manual
291,67690,9072,Calli,Bogota,En Vio Facil,,En transito…,2025-01-30,2025-02-12,EF-0347,4,NO,3,manual
292,5499,9364,Barrankilla,Medeyin,Envio Facil,,Rtrasado,2025-01-22,2025-01-25,EF-0468,3,Sí,4,Manual
293,7295,3046,Calli,Medellin,Envío Facil,,Entransito,2025-02-05,2025-02-23,EF-1880,4,,3,Manual
294,60040,2663,Bogotá,Calli,Envío Facil,"7,8",Entregado,2025-01-24,2025-01-30,EF-0678,2,NO,6,manual
295,13183,7037,Bogotá,Bogotaaa,Envio Facil,999,Entregado,2025-01-13,2025-02-08,EF-0383,4,No,excelente,Automatizado
296,30299,5122,Caly,Cartagena,Envio Fasil,0.5,Entransito,2025-01-24,2025-02-07,EF-0325,3,No,4,Automatizado
297,13874,4592,Barrankila,Cartajena,Envio Facil,-1,PENDIETE,2025-02-03,2025-02-05,EF-0656,4,Sí,0,Automatizado
298,33711,3383,Kartagena,Medejin,Envio Fasil,pesado,Entregado,2025-01-02,2024-12-30,EF-0551,2,No,0,Automatizado
299,6539,3367,Barrankilla,Bogotá,Envio Facil,4.5,Entransito,2025-01-13,2025-02-02,EF-0865,1,,2,
300,54351,3197,Cartagena,Kartagena,Envío Facíl,,Entregadoo,2025-01-18,2025-02-02,EF-1226,2,No,***,Manual
301,62267,6721,Medejin,Cali,Envío Facil,0.5,pendiente,2025-01-09,2024-12-24,EF-0563,1,,1,
302,49354,3427,Kartagena,Barranquilla,Envio Facil,999,Rtrasado,2025-02-07,2025-02-22,EF-0901,1,NO,5,Automatizado
303,3557,6764,Medellin,Barrankila,Envío Facil,-1,Rtrasado,2025-01-24,2025-01-09,EF-0116,5,,2,
304,39360,2224,Caly,Medeyin,En Vio Facil,4.5,Entregadoo,2024-12-29,2025-02-12,EF-0083,,,1,Manual
305,83018,529,Medellin?,Medejin,Envío Facíl,pesado,En transito…,2025-01-24,2025-01-30,EF-0446,2,Sí,0,Manual
306,3200,2686,Cartajena,Medellin?,Envio Fasil,4.5,PENDIETE,2025-02-01,2025-01-19,EF-1139,5,No,2,
307,69497,1355,Medellin,Bogotaaa,En Vio Facil,pesado,pendiente,2025-01-06,2025-01-30,EF-0809,1,,3,manual
308,47975,4677,Medellin?,Cartajena,Envío Facíl,-1,Entregado,2024-12-28,2024-12-28,EF-0085,4,Sí,2,Automatizado
309,22357,2385,Medeyin,Bogta,En Vio Facil,,En transito…,2025-01-17,2025-01-21,EF-0195,1,Sí,***,Automatizado
310,78505,7286,Barrankila,Bogotaaa,Envío Facil,"7,8",Rtrasado,2025-01-10,2025-01-29,EF-0059,2,Sí,excelente,manual
311,3869,2517,Cali,Barranquilla,Envío Facíl,pesado,Rtrasado,2025-01-25,2025-02-20,EF-1781,2,Si,,manual
312,62135,3821,Kartagena,Calli,En Vio Facil,,PENDIETE,2025-01-07,2025-01-16,EF-0860,2,Sí,excelente,Manual
313,51108,4691,Caly,Medejin,Envio Fasil,4.5,pendiente,2025-01-18,2025-01-28,EF-1257,2,Sí,6,Automatizado
314,95179,2711,Medeyin,Barrankilla,Envío Facíl,-1,Entransito,2024-12-29,2025-01-22,EF-1171,4,,excelente,Manual
315,91272,8042,Barrankila,Barrankilla,Envío Facíl,999,Entregado,2024-12-25,2025-01-02,EF-1872,5,Sí,1,Automatizado
316,39467,8841,Barrankilla,Cartagena,En Vio Facil,4.5,Rtrasado,2025-01-23,2025-01-18,EF-1598,3,Sí,excelente,Automatizado
317,24328,9746,Bogota,Barrankilla,Envio Facil,4.5,Rtrasado,2025-02-09,2024-12-30,EF-0693,5,Si,excelente,Manual
318,92412,8048,Kartagena,Bogota,Envio Fasil,-1,Entregado,2025-01-12,2025-02-16,EF-1986,1,Si,0,manual
319,87831,5604,Bogota,Bogotá,Envio Fasil,-1,En transito…,2025-01-21,2025-01-16,EF-1800,2,Sí,1,Automatizado
320,4987,5593,Barranquilla,Bogota,En Vio Facil,"7,8",pendiente,2024-12-22,2025-02-16,EF-0814,2,Sí,6,Automatizado
321,59871,1493,Medejin,Calli,Envío Facil,0.5,pendiente,2025-01-31,2025-02-03,EF-0358,3,,5,manual
322,23399,2665,Barranquilla,Medellin?,Envío Facil,pesado,pendiente,2025-01-04,2025-02-08,EF-0652,5,,0,
323,47214,3375,Cartagena,Barrankila,Envio Facil,999,Rtrasado,2024-12-28,2025-02-06,EF-0088,1,Si,***,manual
324,87416,8049,Bogotá,Caly,Envio Facil,-1,Entransito,2024-12-29,2025-02-01,EF-1089,2,,excelente,Manual
325,71271,9625,Barranquilla,Medellin,En Vio Facil,0.5,Entregadoo,2024-12-29,2025-01-03,EF-0978,,No,0,Manual
326,45064,9829,Cartajena,Caly,Envío Facil,4.5,En transito…,2025-01-14,2025-02-02,EF-0535,3,NO,,manual
327,71091,8644,Bogta,Barrankilla,Envio Fasil,999,Rtrasado,2024-12-22,2025-01-17,EF-0295,3,Si,excelente,
328,41818,8410,Barranquilla,Barrankilla,Envío Facil,"7,8",PENDIETE,2025-01-25,2025-02-19,EF-1084,,Si,2,Manual
329,46525,2959,Barranquilla,Medellin,En Vio Facil,,En transito…,2025-01-31,2025-01-27,EF-1947,1,,4,Manual
330,20830,5455,Bogotaaa,Bogta,Envío Facil,"7,8",PENDIETE,2024-12-29,2025-01-22,EF-1977,3,NO,3,Manual
331,18429,8614,Cartajena,Cartajena,Envío Facíl,-1,Entransito,2024-12-26,2025-01-11,EF-0556,,NO,2,Automatizado
332,7893,202,Medellin?,Medellin?,En Vio Facil,0.5,En transito…,2025-01-22,2025-01-02,EF-0748,3,Sí,2,Automatizado
333,80909,8330,Bogotaaa,Medeyin,Envío Facíl,4.5,Rtrasado,2024-12-22,2024-12-26,EF-1094,5,Si,1,manual
334,48333,1459,Bogotaaa,Medellín,En Vio Facil,999,Rtrasado,2024-12-23,2025-02-22,EF-0924,2,Sí,2,Manual
335,4436,8390,Medellín,Cartajena,Envio Fasil,999,Entregado,2025-02-01,2025-02-12,EF-1943,5,,2,
336,75290,4523,Medellín,Bogotá,En Vio Facil,999,pendiente,2025-02-05,2025-02-01,EF-1908,3,NO,5,Automatizado
337,77213,5973,Cartagena,Cali,En Vio Facil,pesado,Entransito,2025-01-05,2025-02-13,EF-0546,4,Sí,excelente,Automatizado
338,6895,2768,Cartagena,Caly,En Vio Facil,"7,8",Entregado,2025-02-01,2025-01-17,EF-1561,1,NO,***,Manual
339,20738,2085,Medellin,Bogotá,En Vio Facil,0.5,Entransito,2024-12-30,2025-02-16,EF-0907,3,Sí,2,Manual
340,31746,7260,Barrankila,Barranquilla,Envio Facil,0.5,PENDIETE,2025-01-02,2025-01-04,EF-1584,3,Sí,4,Manual
341,50377,8044,Bogotaaa,Medejin,Envío Facíl,,PENDIETE,2024-12-31,2025-01-13,EF-0833,,NO,4,Automatizado
342,49404,6311,Barranquilla,Medellín,En Vio Facil,pesado,Entregadoo,2025-01-14,2025-02-20,EF-1894,5,,3,manual
343,55045,9691,Medellín,Bogta,En Vio Facil,999,pendiente,2025-01-31,2025-02-23,EF-0138,1,No,3,Automatizado
344,98888,2538,Caly,Medejin,Envio Facil,0.5,pendiente,2025-02-09,2025-01-15,EF-1737,,No,excelente,manual
345,40790,9468,Medeyin,Bogota,Envío Facil,pesado,Entransito,2025-01-09,2025-02-19,EF-0410,2,Si,0,
346,6600,3958,Kartagena,Barrankila,Envio Facil,4.5,PENDIETE,2025-01-07,2024-12-21,EF-0906,1,No,4,Automatizado
347,95660,5010,Bogotá,Bogota,Envio Facil,-1,Entregado,2024-12-23,2025-02-04,EF-1298,3,NO,excelente,
348,94179,9339,Cartagena,Caly,Envio Facil,"7,8",Rtrasado,2024-12-31,2024-12-21,EF-1212,5,Si,1,
349,41764,6991,Medellín,Calli,En Vio Facil,0.5,pendiente,2024-12-26,2025-02-09,EF-0329,4,No,2,Automatizado
350,75543,7371,Cartajena,Cartagena,Envio Facil,4.5,Rtrasado,2025-01-29,2025-01-25,EF-0045,3,No,4,Manual
351,46714,2931,Medellín,Bogotaaa,Envio Facil,,PENDIETE,2024-12-27,2025-01-19,EF-0666,1,Sí,5,Manual
352,57835,1069,Bogota,Bogotá,Envio Facil,pesado,Entregadoo,2024-12-23,2024-12-28,EF-0874,,Sí,1,manual
353,74744,5366,Bogta,Bogta,En Vio Facil,-1,PENDIETE,2024-12-29,2024-12-22,EF-1929,,No,6,
354,57491,293,Calli,Bogotaaa,Envio Fasil,4.5,Rtrasado,2024-12-25,2025-01-14,EF-0036,1,Si,excelente,Automatizado
355,19589,3187,Barrankila,Cartajena,Envio Fasil,pesado,PENDIETE,2025-02-09,2025-01-08,EF-1679,4,NO,0,
356,44484,8827,Bogta,Caly,Envío Facil,999,pendiente,2025-01-21,2025-01-03,EF-0408,1,No,5,
357,83989,5147,Barranquilla,Bogota,En Vio Facil,999,Entransito,2025-01-26,2024-12-24,EF-1960,,NO,5,Automatizado
358,37212,6851,Bogotaaa,Bogta,Envio Facil,-1,Entransito,2024-12-29,2025-02-04,EF-0763,1,Si,1,manual
359,44525,7179,Medejin,Bogotaaa,Envio Facil,pesado,Rtrasado,2025-01-21,2025-01-22,EF-0642,,,0,manual
360,48202,6994,Bogotaaa,Medellin?,Envio Facil,0.5,Rtrasado,2025-01-07,2025-01-26,EF-1412,5,Si,excelente,Automatizado
361,33635,6724,Cartajena,Kartagena,Envio Fasil,pesado,Entregadoo,2025-02-05,2025-01-19,EF-0742,1,,5,manual
362,64208,3344,Medellín,Medejin,Envio Facil,4.5,En transito…,2025-01-30,2025-01-16,EF-0351,2,Sí,2,
363,34828,3787,Calli,Cartajena,Envio Facil,,pendiente,2025-01-04,2025-01-02,EF-1556,4,NO,***,Manual
364,19711,276,Bogotaaa,Cartagena,Envio Fasil,0.5,Entregado,2024-12-29,2025-01-27,EF-0679,3,Sí,3,manual
365,4420,9207,Barranquilla,Medellin?,Envio Facil,"7,8",En transito…,2025-01-15,2025-02-10,EF-1837,4,NO,5,Automatizado
366,97752,9159,Medeyin,Medejin,Envío Facil,,Entregadoo,2025-01-04,2025-01-29,EF-0154,,Si,excelente,Manual
367,1301,6753,Medeyin,Bogotaaa,Envío Facíl,4.5,pendiente,2025-01-13,2025-01-27,EF-1468,3,No,3,Manual
368,46236,8497,Bogta,Medeyin,Envío Facil,0.5,Entransito,2025-02-02,2025-01-30,EF-0197,5,No,5,Automatizado
369,67235,6894,Caly,Medejin,En Vio Facil,-1,Entregado,2025-01-31,2024-12-25,EF-0068,1,,,Manual
370,55240,3073,Calli,Bogota,Envío Facil,-1,En transito…,2025-01-07,2025-02-22,EF-0854,,No,3,Manual
371,66726,3546,Calli,Bogotaaa,Envío Facil,pesado,Entransito,2025-02-08,2025-02-14,EF-1094,3,NO,6,Manual
372,11492,7224,Kartagena,Cali,Envio Fasil,999,Rtrasado,2025-01-02,2025-02-07,EF-1765,3,No,0,Manual
373,7102,3348,Barrankilla,Medejin,En Vio Facil,,Entransito,2025-01-10,2025-02-17,EF-1142,5,Sí,6,manual
374,51336,9857,Cartagena,Bogta,Envío Facil,0.5,En transito…,2025-01-24,2025-01-28,EF-0799,,No,3,manual
375,86314,444,Cali,Caly,Envío Facíl,"7,8",Entregadoo,2025-02-08,2025-02-13,EF-0383,4,Sí,6,Manual
376,27641,2825,Bogotaaa,Medeyin,Envío Facil,999,Rtrasado,2025-01-01,2025-02-22,EF-1733,,,0,
377,35584,4049,Cali,Bogta,Envio Facil,"7,8",Rtrasado,2025-01-17,2024-12-23,EF-1415,4,,6,
378,33745,9797,Caly,Bogotaaa,Envio Fasil,"7,8",En transito…,2024-12-30,2024-12-28,EF-1022,4,Si,3,Automatizado
379,24093,9373,Medeyin,Medellin?,Envio Facil,-1,Rtrasado,2025-01-08,2025-01-05,EF-0325,1,Si,2,Automatizado
380,67105,7937,Barrankila,Medeyin,En Vio Facil,0.5,pendiente,2025-01-28,2025-01-15,EF-1284,5,Si,excelente,manual
381,52885,8533,Medeyin,Bogotá,En Vio Facil,,Entregado,2025-01-26,2025-01-21,EF-1755,3,Sí,1,Automatizado
382,37631,1092,Medellín,Bogotá,Envio Fasil,pesado,pendiente,2025-02-05,2024-12-28,EF-1225,4,Si,1,manual
383,73991,5687,Caly,Cartajena,Envío Facil,,Rtrasado,2025-01-18,2025-02-18,EF-0549,4,,6,manual
384,5014,7451,Barrankilla,Bogta,En Vio Facil,pesado,En transito…,2025-01-10,2025-01-01,EF-0118,4,No,0,Manual
385,12093,7510,Cartagena,Bogta,Envío Facíl,,Entregadoo,2025-02-01,2025-02-17,EF-0514,2,Sí,1,manual
386,19070,2599,Bogta,Cartajena,Envio Fasil,,Entransito,2025-01-19,2025-02-17,EF-0689,1,Si,6,manual
387,36777,4840,Calli,Medellin?,Envio Facil,0.5,En transito…,2024-12-25,2025-01-23,EF-0979,4,Si,excelente,Automatizado
388,57958,3160,Medejin,Bogota,Envío Facíl,"7,8",Rtrasado,2025-01-05,2025-01-19,EF-1255,,,,
389,83074,7525,Medejin,Barrankila,Envio Fasil,999,Entregado,2025-01-31,2025-02-02,EF-1809,2,No,6,Automatizado
390,11729,1669,Bogta,Calli,Envío Facíl,"7,8",pendiente,2025-02-03,2025-01-27,EF-1041,5,NO,***,manual
391,46017,3574,Cali,Cali,Envio Fasil,"7,8",Entregado,2025-01-18,2025-01-14,EF-1520,3,No,5,manual
392,67320,9047,Barranquilla,Bogotaaa,Envio Facil,999,pendiente,2025-01-30,2025-01-13,EF-1960,4,Si,0,Manual
393,28751,8434,Medeyin,Barrankilla,Envío Facil,"7,8",Entransito,2025-01-14,2025-02-19,EF-0307,1,Si,,manual
394,79069,8123,Medellin?,Bogotá,Envio Fasil,,En transito…,2025-01-27,2024-12-29,EF-0370,4,No,5,Automatizado
395,55748,5322,Barrankila,Barranquilla,En Vio Facil,"7,8",Entregado,2025-01-06,2025-02-06,EF-1496,1,No,6,manual
396,6801,5587,Cartagena,Cartagena,Envio Facil,,Entregado,2025-01-12,2025-02-10,EF-1485,2,,,Manual
397,20190,7831,Medellin,Caly,Envio Facil,pesado,pendiente,2025-02-06,2025-02-22,EF-0028,1,NO,2,manual
398,50689,7426,Barranquilla,Medellin,Envío Facíl,4.5,En transito…,2025-01-07,2025-01-25,EF-0890,,Sí,1,
399,51993,5308,Bogotá,Bogta,En Vio Facil,999,pendiente,2024-12-22,2025-01-09,EF-1582,5,Sí,3,Automatizado
400,30592,2424,Medellin?,Bogotá,Envío Facíl,999,pendiente,2025-01-21,2025-02-08,EF-0882,1,NO,excelente,
401,11647,2310,Bogota,Kartagena,Envio Facil,4.5,PENDIETE,2025-01-15,2025-01-01,EF-1389,,,,manual
402,9716,1157,Barrankila,Calli,Envio Fasil,pesado,Entransito,2025-01-02,2024-12-27,EF-0639,3,No,1,
403,89891,7346,Barrankila,Bogota,En Vio Facil,,Entregado,2025-01-10,2025-01-29,EF-0618,2,Si,0,
404,88545,760,Barrankilla,Medejin,Envio Facil,999,PENDIETE,2025-01-09,2025-01-31,EF-1486,1,NO,,Manual
405,90912,9722,Medellín,Calli,En Vio Facil,"7,8",PENDIETE,2024-12-26,2025-02-08,EF-0215,4,,4,Automatizado
406,71316,7613,Medellin,Medejin,Envio Fasil,0.5,Rtrasado,2025-01-05,2025-01-30,EF-1623,5,NO,4,
407,3368,1512,Cartagena,Kartagena,Envío Facil,,En transito…,2025-01-31,2025-01-13,EF-1994,3,Si,excelente,manual
408,78575,2021,Kartagena,Medellin?,Envío Facíl,,PENDIETE,2025-01-15,2025-01-02,EF-0870,1,Sí,6,manual
409,7655,5846,Calli,Medellín,Envío Facíl,999,PENDIETE,2025-01-25,2025-01-23,EF-1585,1,No,0,
410,71031,5145,Barrankila,Barranquilla,Envio Facil,pesado,pendiente,2025-02-03,2024-12-23,EF-1425,3,,excelente,Manual
411,77429,5574,Cartagena,Medellín,Envio Facil,pesado,pendiente,2025-02-06,2024-12-23,EF-0539,3,Sí,4,Automatizado
412,92083,2851,Bogta,Calli,Envio Fasil,0.5,Entregadoo,2024-12-24,2025-01-13,EF-1726,1,Si,excelente,
413,88922,4901,Medellin?,Cali,Envio Facil,"7,8",Entransito,2025-01-08,2025-01-24,EF-1291,4,NO,5,manual
414,56766,3077,Barranquilla,Medejin,Envio Facil,4.5,En transito…,2025-01-12,2025-01-09,,4,,6,
415,14403,5782,Bogota,Cali,Envio Facil,-1,Entregado,2025-01-06,2025-02-02,EF-1660,4,,***,Manual
416,33097,5590,Barrankilla,Calli,En Vio Facil,"7,8",Entransito,2025-01-05,2025-02-06,EF-1517,1,Sí,5,Automatizado
417,79657,4283,Bogotá,Kartagena,En Vio Facil,"7,8",PENDIETE,2024-12-26,2025-02-01,EF-0172,2,Sí,6,manual
418,11966,945,Bogotá,Calli,Envío Facil,-1,PENDIETE,2025-02-01,2025-02-13,EF-1900,1,Si,excelente,manual
